	T cells	CD8 T cells	Cytotoxic lymphocytes	NK cells	B lineage	Monocytic lineage	Myeloid dendritic cells	Neutrophils	Endothelial cells	Fibroblasts
TCGA-MK-A84Z-01A	5.048545333	5.584962501	4.251663769	1.905842575	3.754835125	7.825487067	4.131031608	7.112552743	10.62311129	10.72355684
TCGA-MM-A563-01A	8.391002128	8.413627929	7.010204803	4.553177302	6.980110427	11.14130994	7.637973058	8.109327369	11.22986307	13.81693332
TCGA-MM-A564-01A	5.515991367	5.882643049	6.103526499	4.948803849	3.213673997	8.983168507	4.703889522	7.897435657	11.45208873	11.41971058
TCGA-MM-A84U-01A	6.88011514	6.845490051	5.923401581	4.74740356	5.277473804	10.10811487	5.93755943	8.155396917	10.31999211	12.9557621
TCGA-MN-A4N1-01A	5.822548935	4.392317423	3.803248859	1.729851248	6.805134641	8.747532354	6.859796182	6.886893513	8.505869986	13.11453337
TCGA-MN-A4N4-01A	6.80133167	6.741466986	4.688828314	3.329941878	7.402799629	9.746162638	4.85035066	7.385910301	9.368220557	14.75977554
TCGA-MN-A4N5-01A	8.445264543	8.060695932	7.693046225	4.167410122	8.391998508	10.33321054	6.253412124	8.054109447	9.470456422	13.31423394
TCGA-MO-A47P-01A	6.915990636	8.06608919	7.217543518	5.310320792	5.456255404	9.819463657	6.549519023	6.915844331	10.10403039	13.96697161
TCGA-MO-A47R-01A	3.584843481	3	6.354654997	3.113079328	1.396240625	7.828940833	3.867078536	5.440631469	8.19344725	12.36998212
TCGA-MP-A4SV-01A	8.638768314	8.060695932	6.996270165	4.590844244	8.916399841	10.32060881	7.385014015	7.477659597	9.386871061	13.39448542
TCGA-MP-A4SW-01A	7.983935371	6.339850003	5.345291092	2.955633415	9.802337098	10.35703139	7.856795779	7.895214724	9.055606418	12.72644705
TCGA-MP-A4SY-01A	6.304303616	4.247927513	4.569273903	2.444966946	6.555310623	10.20324771	7.916426932	7.908424332	8.515806983	14.51183461
TCGA-MP-A4T4-01A	8.730355229	8.558420713	7.513740818	4.740617155	8.870372947	10.87861503	7.618382143	7.628779302	8.853577335	14.16846797
TCGA-MP-A4T6-01A	8.221206563	6.965784285	5.726475436	2.220239346	9.14254532	9.950942814	7.866580667	8.409225461	9.02195647	11.65694523
TCGA-MP-A4T7-01A	7.372637917	6.087462841	5.784370495	3.986721466	7.550525184	10.49649293	7.003619786	9.287133265	9.637975155	11.89210398
TCGA-MP-A4T8-01A	6.335802567	4.169925001	5.049346133	2.276832578	5.992528632	9.931178845	4.662924433	8.229428865	9.174167327	14.00312994
TCGA-MP-A4T9-01A	7.694090799	6.87036472	6.117706682	3.619085014	8.313761447	10.32832857	7.869877718	8.378480767	10.76584256	13.7854343
TCGA-MP-A4TA-01A	7.745627855	7.948367232	6.854594393	4.183311118	7.514895013	10.69743027	5.299508677	8.135978785	8.582765901	13.52335848
TCGA-MP-A4TC-01A	7.701735106	6.87036472	5.625875353	3.544520021	6.550339143	10.46976878	6.682664818	7.641410815	9.123473171	15.12385397
TCGA-MP-A4TD-01A	7.610414189	6	5.017257844	3.516690483	9.870144562	10.03185524	7.670462727	8.36839174	9.590738947	14.76665352
TCGA-MP-A4TE-01A	5.597289496	4.754887502	4.005651748	1.943843348	6.938780985	7.854025993	5.385444566	9.436043534	8.415523509	12.06322742
TCGA-MP-A4TF-01A	5.786967397	5.614709844	5.380278391	3.720005979	6.619561042	8.674459865	4.770103238	8.000682751	7.754876989	12.03885902
TCGA-MP-A4TH-01A	8.820256255	7.982993575	6.906935101	4.013714612	11.43195193	10.11732894	9.188720567	8.186889673	9.447811534	12.69530928
TCGA-MP-A4TI-01A	9.040097686	8.118941073	7.848994019	5.058907244	8.200184941	11.49320612	8.389241382	7.633708731	9.3116394	14.29387826
TCGA-MP-A4TJ-01A	8.973203708	8.194756854	7.085699082	4.70472401	10.14004545	10.3527031	7.240331409	8.689543155	9.24893259	13.67643694
TCGA-MP-A4TK-01A	8.022212161	7.228818691	5.755041849	3.452985103	9.54359569	10.33138701	8.83423158	7.838515504	9.745911549	14.93933127
TCGA-MP-A5C7-01A	6.051729803	3.321928095	5.282582613	4.445015511	6.449161271	8.493071238	7.319191693	8.871524034	9.715328468	11.39563642
TCGA-MQ-A4KX-01A	7.775039814	7.554588852	6.580726536	4.966975119	10.34620294	10.33236731	6.558301589	6.869582843	8.587761194	14.37543859
TCGA-MQ-A4LC-01A	6.287871286	6.906890596	6.027050059	5.005164329	6.10436468	9.23146176	5.524154295	6.587443216	8.09018204	13.04048461
TCGA-MQ-A4LI-01A	5.155338554	5.781359714	5.562916618	4.9894585	5.068126958	8.364496482	6.565700128	7.140726262	8.512800316	12.72416476
TCGA-MQ-A4LJ-01A	6.226818898	6.686500527	6.134535385	5.723969907	7.740764286	8.764862332	7.090415096	6.35191563	9.241554275	13.71438069
TCGA-MQ-A4LM-01A	7.544494533	9.405141463	6.472416215	2.602453783	6.225812085	11.22045414	6.832683852	5.536043109	9.519301811	15.48099903
TCGA-MQ-A4LP-01A	4.762062949	4.247927513	3.468466081	2.090963472	3.22775434	9.474561698	5.73518895	6.852375642	9.462836418	14.66345353
TCGA-MQ-A4LV-01A	7.711060603	9.812177306	6.54675998	4.680309267	3.527896516	10.20877778	5.368409876	5.672276828	8.667447478	14.64500978
TCGA-MQ-A6BL-01A	8.296074281	10.65999589	6.651584795	4.216648074	7.211026253	10.91764903	6.886281794	5.892942675	9.053816886	13.13046537
TCGA-MQ-A6BN-01A	4.773456266	4.754887502	4.230474118	2.169762713	3.085286889	8.375387458	5.26041846	5.032130276	6.63080209	12.82037661
TCGA-MQ-A6BQ-01A	6.645779371	6.209453366	5.809469499	4.630742763	4.480569039	10.2123382	7.39914413	6.504578991	8.050058273	12.76063816
TCGA-MQ-A6BR-01A	6.021390537	6.14974712	4.407495688	2.664641241	4.740132427	8.96033182	5.718798734	6.224656692	8.435175102	13.98187719
TCGA-MQ-A6BS-01A	5.628954295	4.95419631	3.631841852	2.492022228	8.148502001	8.154947869	4.580789297	6.509100879	8.24370471	12.69096106
TCGA-MR-A520-01A	3.920291804	4.807354922	4.565117773	3.097625931	3.011528831	8.110077411	4.94930492	7.600679439	7.961544674	9.421762154
TCGA-MR-A8JO-01A	6.901225117	6.022367813	5.760419728	4.558146824	4.766789964	9.751856139	4.08441882	7.309379118	10.29708383	13.03449843
TCGA-MS-A51U-01A	7.123678553	6.965784285	5.30951803	2.7885246	6.347408573	8.674506843	5.502126312	6.583972719	9.537731486	14.9998168
TCGA-MT-A51W-01A	6.758574164	6.491853096	4.75841595	2.642694795	3.611949684	8.773244851	6.611858145	8.19785754	7.630338728	12.27766929
TCGA-MT-A51X-01A	6.373988123	5.285402219	5.231689126	2.239344855	5.148225113	8.753934722	7.162000576	8.299129029	8.549847011	13.5743974
TCGA-MT-A67A-01A	5.734325091	6.06608919	5.368613258	3.225535288	3.218027858	7.830613877	5.555656369	7.184088072	6.916106704	10.54724394
TCGA-MT-A67D-01A	7.437482549	6.357552005	4.951198331	2.776476533	8.237306709	9.823864597	7.605135301	8.81795845	9.092826467	14.04851329
TCGA-MT-A67F-01A	9.107296175	9.651051691	7.847066784	4.61485171	5.193878484	10.53360018	7.931548151	8.476240613	8.404587755	12.45271106
TCGA-MT-A7BN-01A	6.389361603	6.95419631	5.460929149	2.581754324	4.366795575	8.557401224	5.580047749	5.271273271	7.387301394	13.61636878
TCGA-MU-A51Y-01A	8.586292669	8.503825738	6.63378446	4.406407626	6.961676412	10.19150104	9.404162807	7.734723009	8.561304851	13.33233604
TCGA-MU-A5YI-01A	7.358771076	6.832890014	5.463399722	4.006615646	6.162943572	8.981132048	8.072339165	6.86943047	9.020106125	14.63621589
TCGA-MU-A8JM-01A	7.715235282	6.247927513	6.018509178	3.836311434	6.6242524	9.214800166	8.935663378	7.945775152	7.606045525	12.50749129
TCGA-MV-A51V-01A	4.778533168	5.357552005	2.062387363	1	4.188477843	6.523277395	4.279939613	7.427040059	9.079421269	11.90112416
TCGA-MW-A4EC-01A	6.91777421	7.189824559	6.201362917	4.363326786	4.274534575	10.55985322	5.883532023	7.701446144	11.28062757	10.6355323
TCGA-MX-A5UG-01A	9.610184295	8.54689446	7.572705681	5.466066643	12.71847348	11.37969373	8.343043893	9.46050197	11.32786177	16.71932875
TCGA-MX-A5UJ-01A	7.531304753	6.794415866	6.22109788	3.21222806	9.800362549	9.614589818	5.796462054	8.200706845	10.50239735	15.28181748
TCGA-MX-A663-01A	7.262209826	7.348728154	5.815930679	4.09754956	8.203931186	9.740384978	5.617572483	8.344425369	11.00922658	15.79762025
TCGA-MX-A666-01A	8.103671441	9.50779464	5.454504799	4.133442161	11.94274729	9.463525609	6.323838175	9.118943078	10.05295398	13.34218353
TCGA-MY-A5BD-01A	6.745169474	10.25620869	5.262351085	3.334473206	4.831820802	7.341441542	7.372104256	6.113091034	7.007207096	10.90178643
TCGA-MY-A5BE-01A	9.938926815	11.8622499	8.887834957	6.870195559	9.662978572	10.58598853	7.824970301	6.769860468	7.449884368	12.24091471
TCGA-MY-A5BF-01A	8.044545079	9.019590728	6.415361105	3.374955967	4.022832842	8.71984041	7.417157699	7.236709254	7.414036175	10.3158051
TCGA-MY-A5BF-11A	6.882112892	9.86727874	4.517004834	2.523330781	6.108523388	8.048950244	6.917703194	8.102026795	9.910496863	15.65673383
TCGA-MY-A913-01A	7.8395077	6.768184325	6.35221726	3.876550011	6.982671422	9.747155474	5.333904295	8.324073018	8.272508255	12.21741173
TCGA-MZ-A5BI-01A	8.935383666	7.888743249	5.653600141	3.254873579	8.609104041	10.38103516	9.130918791	8.192010791	8.620929732	12.48874288
TCGA-MZ-A6I9-01A	7.126760932	5.64385619	4.737312614	3.17424319	8.35539475	7.588785506	7.531919998	7.51996355	8.584675939	11.82063343
TCGA-MZ-A7D7-01A	5.551447613	4	3.340858243	1.711031289	4.027869455	7.499466212	6.785539211	7.676403585	6.423669246	10.63420875
TCGA-N1-A6IA-01A	4.636495598	3.459431619	4.191972978	3.257832192	2.088271527	8.786316477	4.445042559	5.706671276	9.869255099	16.65754128
TCGA-N5-A4R8-01A	4.214406638	6.209453366	2.934012913	1.471642401	4.53726479	7.393206116	3.933600358	5.705851207	9.196839899	13.21036567
TCGA-N5-A4RA-01A	4.784210942	5.357552005	4.339457183	1.63460195	4.372210955	6.764680468	3.645730802	5.910564535	7.79996565	13.18161518
TCGA-N5-A4RD-01A	5.443419411	6.247927513	4.820051325	1.452642014	4.78076724	8.162421518	4.049634334	6.484665049	8.984305971	13.39137603
TCGA-N5-A4RF-01A	4.619415818	3.321928095	3.685323109	1.04248125	3.001872424	8.742763613	4.6266893	5.883975929	8.722870339	14.21517284
TCGA-N5-A4RJ-01A	6.299527886	8.038918989	4.163858112	1.379521702	3.527549141	8.805880559	4.216204866	6.034030845	9.756346057	14.65311102
TCGA-N5-A4RM-01A	4.541056383	4.95419631	3.085020129	0.5	3.617177206	7.739326187	6.103083011	4.72724102	7.79459002	12.93623595
TCGA-N5-A4RN-01A	5.415563893	10.23361968	4.602607591	2.753512539	3.025284613	7.122802327	6.080913714	5.552636324	9.902694014	14.38161262
TCGA-N5-A4RO-01A	3.894107894	3.700439718	3.563080395	0.823120313	4.856162963	7.468148948	3.759769171	5.318731682	8.281026027	13.03721837
TCGA-N5-A4RS-01A	5.211157501	8.921840937	3.938879785	3.013320368	5.622852748	7.6312888	4.492259169	5.413993084	7.576828484	12.28582769
TCGA-N5-A4RT-01A	4.96549095	9.792790294	4.311356261	1.469360938	5.476809246	8.312524744	3.777564951	5.784936765	8.930750503	14.07346982
TCGA-N5-A4RU-01A	5.929061599	6.228818691	4.272620082	2.616888436	4.303405309	8.050252066	5.093024462	5.259154603	8.90926113	14.58966572
TCGA-N5-A4RV-01A	4.713190891	5.357552005	3.266792029	0.686481637	3.690775195	7.237194458	6.081211022	5.250717758	7.571009279	13.77508633
TCGA-N5-A59E-01A	6.02826533	7.74819285	4.195132959	2.315774194	5.452835793	8.024837785	4.621361054	6.453645705	9.19593268	14.17665609
TCGA-N5-A59F-01A	6.753820158	6.599912842	5.158237332	3.003921931	6.243166056	9.041712826	4.720902269	6.341092357	8.657509436	13.82292989
TCGA-N6-A4V9-01A	4.290566033	3.807354922	5.171570277	1.780098917	3.514645122	8.035634147	7.330972962	6.44922486	8.586894957	13.7534429
TCGA-N6-A4VC-01A	5.50762594	5.285402219	4.477825104	2.190200055	5.732373144	8.083324002	4.386543661	6.619391271	7.674603661	11.59769458
TCGA-N6-A4VD-01A	6.446420083	6.189824559	4.935869271	2.098882639	4.669263549	9.13666641	7.025972569	7.819593906	8.762465013	11.78199693
TCGA-N6-A4VE-01A	5.971417222	10.3014962	5.409596395	1.970900206	3.870273036	9.295110545	7.457147216	6.49457149	9.326121639	13.45121011
TCGA-N6-A4VF-01A	8.17449193	8.894817763	5.590818364	4.111124113	6.656341818	10.59268837	8.205195981	7.623450586	10.58519389	15.58665184
TCGA-N6-A4VG-01A	6.280625972	5.614709844	4.401602847	2.317030902	4.90306511	9.569981118	5.584659072	6.720567866	8.658511408	12.99470513
TCGA-N7-A4Y0-01A	4.524015118	5.044394119	3.046391873	1.028602336	3.3746109	6.043533269	2.04509789	5.170318104	7.524606152	12.70284422
TCGA-N7-A4Y5-01A	2.957928909	2.807354922	4.015237086	1.540241012	2.501091873	7.08294117	3.275116571	4.6202972	8.445931867	13.58510619
TCGA-N7-A4Y8-01A	4.873135918	8.082149041	3.288475729	1.113361324	3.023949881	6.827584245	4.000486562	4.93687625	7.646643528	12.26909916
TCGA-N7-A59B-01A	6.246892599	8.64385619	4.819507122	3.043054599	3.6763507	8.91305483	5.854768474	5.511586268	7.327770023	10.68888331
TCGA-N8-A4PI-01A	4.524608978	2	5.169825873	2.228962887	5.679065273	9.760418251	4.493640271	7.213594415	9.929620073	14.02106337
TCGA-N8-A4PL-01A	4.603585664	3.700439718	3.547752753	0.896240625	4.480963966	8.028765574	3.085101609	5.89987501	7.367868735	12.94425273
TCGA-N8-A4PM-01A	5.129584259	4	3.44058236	1.886594643	3.409503478	7.905818332	4.502803874	6.564032615	9.027479448	14.02697342
TCGA-N8-A4PN-01A	5.09340474	6.554588852	3.720721483	1.549039678	4.581958857	8.764864184	4.715424082	6.130167745	9.393171341	14.36840444
TCGA-N8-A4PO-01A	6.164670041	10.81858218	4.699842971	2.155508308	4.780182859	8.91551572	6.93646098	6.261833857	10.3541909	15.15352998
TCGA-N8-A4PP-01A	6.765451524	6.409390936	5.277217057	3.013638164	6.602379192	9.784885977	5.650972688	7.485092172	9.039856276	13.27686944
TCGA-N8-A4PQ-01A	7.14978871	7.285402219	5.413217811	3.332678229	6.222456721	10.07810092	6.252279853	6.609156452	9.33353205	15.51192906
TCGA-N8-A56S-01A	5.707361872	7.098032083	4.365735819	2.059435016	5.581752624	8.786550481	4.374139123	6.014905896	9.543261929	14.46415759
TCGA-N9-A4PZ-01A	4.765057485	6.539158811	5.34159994	1.646240625	3.883978698	8.17511004	6.25242573	6.490159186	9.324234322	13.85508862
TCGA-N9-A4Q1-01A	5.513540817	6.988684687	3.519349367	2.00960195	6.056373583	7.97777582	3.472049446	4.9966566	9.062882742	14.31368842
TCGA-N9-A4Q3-01A	6.054732256	6.228818691	5.402085327	2.373694409	6.969404234	8.262438755	4.467338573	6.402971885	8.749439615	12.14495838
TCGA-N9-A4Q4-01A	4.546904103	4.64385619	2.691883571	1.245723036	4.198722326	8.255354863	3.913768178	4.839457165	8.453841436	13.48966459
TCGA-N9-A4Q7-01A	8.282832625	9.851749041	6.274821084	3.086500305	7.216468129	10.40083268	6.821019118	5.932334523	7.275739165	11.15322444
TCGA-NA-A4QV-01A	5.903423461	9.388017285	5.301253696	2.159560993	4.22062043	8.820834392	5.95155836	6.762772427	9.826540007	15.37365009
TCGA-NA-A4QW-01A	6.068132724	5.857980995	4.179759923	1.790592889	5.151833683	8.664705869	4.361081126	5.386424384	8.524958677	13.72922052
TCGA-NA-A4QX-01A	4.980732007	5.584962501	4.15871265	2.172002952	3.875387147	9.730474423	4.937459515	6.324283211	9.602547285	14.65970473
TCGA-NA-A4QY-01A	3.860343618	3.700439718	2.688967139	0.951838731	3.777155249	9.179683177	3.343301529	5.630376841	8.913674174	13.14798435
TCGA-NA-A4R0-01A	7.910963502	7.700439718	5.655134921	2.828669578	6.681322055	9.711096422	6.801193032	5.95522966	9.66263691	15.57842103
TCGA-NA-A4R1-01A	3.567434204	5.781359714	3.585731628	1.135932855	2.95535573	6.78320275	3.242939563	5.145207679	8.010877143	12.93945964
TCGA-NA-A5I1-01A	5.896465101	4.857980995	4.208187393	1.518400616	4.826668074	9.772930229	6.509602077	6.070740433	9.115992654	14.2682344
TCGA-NC-A5HD-01A	5.364740154	4.906890596	4.224033852	2.121150828	5.40876369	7.198325908	4.474618622	6.372690251	7.418243473	12.13101569
TCGA-NC-A5HE-01A	9.501144947	10.16364968	7.963448214	4.226309762	7.274364987	11.5750128	8.476238493	7.663441733	8.356245959	13.85112682
TCGA-NC-A5HF-01A	4.913336334	2.807354922	5.179931265	2.386432006	4.447120066	7.682492532	5.800829853	7.530975942	8.071757537	12.13259388
TCGA-NC-A5HG-01A	4.786838489	5.807354922	3.548184714	1.375	3.674505101	7.796475363	5.68103933	7.127199553	7.152897119	11.31141686
TCGA-NC-A5HH-01A	6.401843808	9.975847968	6.053767995	3.692833395	5.283507708	8.073836723	5.921955197	5.786339852	7.286608488	12.01224274
TCGA-NC-A5HI-01A	6.721766601	7.426264755	5.522342815	2.917992956	7.329958848	8.836207041	7.304044168	7.710833298	7.747263767	11.34007457
TCGA-NC-A5HJ-01A	8.227441152	9.098032083	7.788832904	5.378040097	8.509510725	10.7133637	7.557861297	8.288831303	10.495581	11.91464273
TCGA-NC-A5HK-01A	6.81181324	6.303780748	5.468425395	3.417712035	5.63240973	9.026078191	4.533282356	7.671563834	7.626788939	13.05625954
TCGA-NC-A5HL-01A	7.911589069	7.948367232	6.568102711	3.824727232	8.430670944	10.13926741	6.620931985	6.742205169	7.858475556	11.7735591
TCGA-NC-A5HM-01A	6.364077933	6.754887502	4.933671316	2.408638551	6.25227006	8.045888609	3.259432644	7.412308878	7.640570259	11.86295857
TCGA-NC-A5HN-01A	5.952439601	5.882643049	6.468115441	3.164187816	5.744339537	7.027850176	4.213915139	6.175571506	7.861694822	11.45227841
TCGA-NC-A5HO-01A	6.35413783	5.614709844	4.38278703	2.886528831	5.239536078	8.542059015	6.619207241	7.699969352	6.72516742	11.29430302
TCGA-NC-A5HP-01A	4.840436355	4.169925001	3.663258594	1.707722262	5.065310205	8.325288226	4.656258904	5.816993654	8.204784523	14.67789209
TCGA-NC-A5HQ-01A	8.162466168	6.807354922	5.801097905	3.809669879	10.10397437	9.493052399	7.227297163	7.798779812	8.489110365	11.93361397
TCGA-NC-A5HR-01A	6.148085154	6.584962501	5.200143553	3.082678229	5.832346891	9.043882997	6.255401726	7.47641366	8.175787093	11.19813173
TCGA-NC-A5HT-01A	5.32130391	3.459431619	4.469466208	1.73095558	5.847049129	6.742218066	4.334475876	6.543485768	9.075142584	13.67514218
TCGA-ND-A4W6-01A	6.302537436	5.672425342	4.045937392	1.690200055	5.405182232	9.686447209	6.190014976	6.538038266	9.351485029	14.11505216
TCGA-ND-A4WA-01A	5.04693298	8.503825738	3.693732082	1.66748125	4.804093568	8.815829046	3.784665442	5.796195517	8.614738193	12.51129933
TCGA-ND-A4WC-01A	6.06850519	6.129283017	5.628316294	3.804510323	5.126133368	8.051356817	4.062487652	6.473996626	8.373517857	13.58825214
TCGA-ND-A4WF-01A	5.358165932	5.64385619	3.663245848	1.46428069	4.083409364	7.978303235	3.81803367	5.545410487	8.719433376	14.18419776
TCGA-NF-A4WU-01A	6.066991992	9.11113567	4.310172783	1.557780829	6.077438774	7.272416603	4.649828599	7.91026867	7.13241193	11.09037841
TCGA-NF-A4WX-01A	4.137541166	3.700439718	3.228345148	1.758092846	4.560438513	8.480364618	3.879823237	6.103358408	9.015260485	13.30527646
TCGA-NF-A4X2-01A	4.681491651	5.857980995	4.689539659	1.176173867	2.565372489	9.297716066	5.573677457	5.649059916	8.798080315	14.40231519
TCGA-NF-A5CP-01A	6.819520286	5.584962501	4.96212879	2.69807628	3.830328963	9.918767944	6.261979042	6.215494309	10.22515128	15.44328654
TCGA-NG-A4VU-01A	4.71337829	4.584962501	4.610045531	1.896709642	3.031614934	8.939590791	4.073869795	5.696403274	9.335082887	12.8159274
TCGA-NG-A4VW-01A	3.921261483	4.392317423	3.424719659	0.959053168	3.062302531	7.18221374	4.683603901	6.073021776	8.42258089	11.18334975
TCGA-NH-A50T-01A	4.175484428	4.584962501	3.05515208	2.189554842	3.183728404	6.76248349	4.11906171	6.909224642	7.279266771	11.97293916
TCGA-NH-A50U-01A	5.387547679	7.159871337	2.970564644	2.484390672	3.222594401	9.175178321	3.318916198	6.35671195	8.563335651	13.06486706
TCGA-NH-A50V-01A	7.360494641	5.247927513	4.934757948	2.253876488	6.783926768	8.783971841	5.245465989	7.024825674	8.526537382	13.58367292
TCGA-NH-A5IV-01A	7.070957689	7.434628228	7.04782549	6.346713781	5.872177065	9.751085688	5.206617908	7.016838906	8.553160041	12.73295364
TCGA-NH-A6GA-01A	6.609459736	8.791162889	5.258344489	2.416224542	5.782409374	9.340336415	6.02114217	7.455668435	8.912519122	13.04677021
TCGA-NH-A6GB-01A	6.457866196	6.06608919	4.099748174	2.000878408	5.546004415	7.474645609	4.075354432	7.659803452	7.294219772	12.14947507
TCGA-NH-A6GC-01A	5.080655968	5.857980995	3.882954358	1.997963274	4.182139335	6.903824737	4.155345571	5.130845182	7.535673123	13.17608746
TCGA-NH-A8F7-01A	4.356105438	2.807354922	1.593545444	1.094360938	2.899036602	6.58689791	3.358363935	7.119039789	7.366384026	11.15941005
TCGA-NH-A8F7-06A	2.708792294	1	1.369280357	1.675443085	2.273167507	6.219152879	1.943629683	5.742903174	7.656912985	10.21623602
TCGA-NH-A8F8-01A	5.691059566	4.087462841	3.83257461	2.107271914	5.959458597	8.221937888	4.156424788	6.398201525	8.244462273	13.11868118
TCGA-NI-A4U2-01A	4.678460672	2	4.55541249	3.607890759	2.850875332	8.620251348	5.065198105	8.286011815	10.05683051	11.11016703
