	Bcells	CAFs	CD4_Tcells	CD8_Tcells	Endothelial	Macrophages	NKcells	otherCells
TCGA-WB-A81R-01A	0.001883772	0.003803225	0.094211071	0.010468276	0.032236637	0.000300506	1.18E-08	0.857096501
TCGA-WB-A81S-01A	0.001974858	0.002721151	0.066247989	0.007716145	0.018940643	0.000232121	3.25E-10	0.902167092
TCGA-WB-A81T-01A	0.000501911	0.003014384	0.124121507	0.010171764	0.04721916	7.90E-05	5.11E-10	0.814892309
TCGA-WB-A81V-01A	0.002483286	0.003801085	0.072292431	0.01191194	0.017369978	7.86E-05	1.25E-08	0.892062707
TCGA-WB-A81W-01A	0.002905792	0.003747807	0.116130378	0.011496629	0.035284664	0.00043621	3.86E-09	0.829998516
TCGA-WB-A820-01A	0.002246406	0.006642174	0.12940198	0.02198295	0.101463443	4.01E-05	5.42E-09	0.738222991
TCGA-WB-A821-01A	0.002587842	0.003348172	0.067145273	0.009433235	0.026317727	0.000121524	1.33E-09	0.891046225
TCGA-WB-A822-01A	0.001114231	0.001825305	0.069758435	0.007763069	0.017448351	0.000179703	1.56E-09	0.901910905
TCGA-WC-A87T-01A	0.011262544	0.003860496	0.12126015	0.01736789	0.03789812	0.000133033	1.35E-09	0.808217765
TCGA-WC-A87U-01A	0.008352192	0.00601112	0.139558202	0.019076719	0.052600936	7.19E-05	8.32E-09	0.774328929
TCGA-WC-A87W-01A	0.010407395	0.006137527	0.163745039	0.019746322	0.116397305	0.00015497	4.50E-09	0.683411437
TCGA-WC-A87Y-01A	0.003823664	0.008563048	0.214763378	0.019466637	0.075591638	6.77E-05	1.13E-08	0.677723909
TCGA-WC-A880-01A	0.010737791	0.004060009	0.149394866	0.020371317	0.049211808	5.62E-05	1.65E-08	0.766168026
TCGA-WC-A881-01A	0.006482438	0.003452547	0.076215859	0.009735875	0.063817692	2.92E-05	1.53E-09	0.840266389
TCGA-WC-A882-01A	0.000276189	0.003443259	0.129071101	0.010775452	0.096817565	9.63E-08	2.54E-08	0.759616312
TCGA-WC-A883-01A	0.002401269	0.007928947	0.126848543	0.01352083	0.04334396	0.000242248	9.41E-09	0.805714194
TCGA-WC-A884-01A	0.002630937	0.014757904	0.164613037	0.020436191	0.047390512	0.000161952	2.44E-09	0.750009464
TCGA-WC-A885-01A	0.001889531	0.005672385	0.094921347	0.012405044	0.037072667	1.74E-06	5.12E-09	0.848037284
TCGA-WC-A888-01A	0.00299338	0.007415055	0.152502266	0.024203927	0.087723337	0.000270783	8.22E-09	0.724891244
TCGA-WC-A88A-01A	0.004766216	0.006991094	0.145560292	0.020410124	0.04902996	0.000185543	1.05E-08	0.77305676
TCGA-WC-AA9A-01A	0.007420908	0.005122368	0.119202462	0.014721032	0.049834402	7.88E-05	1.44E-09	0.803620047
TCGA-WC-AA9E-01A	0.008681355	0.004848442	0.144719518	0.018592711	0.101182679	7.40E-06	5.71E-09	0.721967893
TCGA-WD-A7RX-01A	0.000626437	0.006030388	0.094363495	0.013189121	0.039314013	0.000142397	1.85E-10	0.846334149
TCGA-WE-A8JZ-06A	0.001012807	0.011985694	0.217821578	0.021373778	0.053317774	0.000205796	7.71E-10	0.694282572
TCGA-WE-A8K1-06A	0.006003442	0.0104761	0.135137535	0.024338041	0.11970136	0.000330551	6.77E-09	0.704012963
TCGA-WE-A8K4-01A	1.09E-05	0.004743832	0.217583241	0.019208512	0.112158609	0.000101518	4.89E-10	0.646193387
TCGA-WE-A8K5-06A	3.79E-05	0.007985609	0.136165858	0.051252524	0.804552234	5.69E-06	5.20E-08	9.21E-08
TCGA-WE-A8K6-06A	1.45E-06	0.009670955	0.150508886	0.022006553	0.104583461	2.25E-07	8.80E-09	0.713228458
TCGA-WE-A8ZM-06A	0.008254896	0.007799941	0.184227204	0.020644809	0.164362834	1.34E-05	1.73E-09	0.614696928
TCGA-WE-A8ZN-06A	5.33E-07	0.008562428	0.065967632	0.00789932	0.019606799	8.52E-05	1.73E-08	0.897878095
TCGA-WE-A8ZO-06A	2.91E-05	0.005647764	0.003335545	0.001381144	0.989443862	7.79E-05	8.47E-05	2.82E-08
TCGA-WE-A8ZQ-06A	0.000979648	0.009769873	0.299258829	0.024548544	0.11681759	0.000139109	1.73E-09	0.548486405
TCGA-WE-A8ZR-06A	0.003408146	0.013636404	0.22621543	0.024242709	0.100157458	9.14E-05	5.68E-09	0.632248435
TCGA-WE-A8ZT-06A	0.00441881	0.00679247	0.157654764	0.017508811	0.038739521	0.000540386	1.69E-09	0.774345236
TCGA-WE-A8ZX-06A	0.000440053	0.007981096	0.283757493	0.063794066	0.113492087	0.00011823	1.66E-07	0.530416809
TCGA-WE-A8ZY-06A	0.000248356	0.005892466	0.233796083	0.021929546	0.040875987	0.00042304	1.43E-09	0.696834521
TCGA-WE-AA9Y-06A	0.000370725	0.007207366	0.224294523	0.048542893	0.058976578	0.000367961	1.10E-07	0.660239844
TCGA-WE-AAA0-06A	0.003091774	0.014689005	0.206181406	0.026082313	0.037056507	0.00050543	2.61E-08	0.712393538
TCGA-WE-AAA3-06A	0.003819971	0.006071716	0.149361517	0.015710654	0.087743683	5.76E-05	1.91E-09	0.737234836
TCGA-WE-AAA4-06A	2.68E-07	0.005476612	0.164554409	0.032216666	0.602907399	4.32E-08	1.23E-08	0.194844589
TCGA-WH-A86K-01A	0.002413787	0.004316904	0.03581778	0.010340052	0.01361958	0.000113612	2.35E-12	0.933378286
TCGA-WJ-A86L-01A	1.12E-06	0.004873172	0.098692329	0.008324862	0.006954828	0.000181998	9.15E-09	0.880971686
TCGA-WK-A8XO-01A	0.010766716	0.011197939	0.137729515	0.020155794	0.055069963	0.000401468	3.80E-09	0.764678601
TCGA-WK-A8XQ-01A	0.011445681	0.009741022	0.142057832	0.041972101	0.081568475	0.001061713	3.89E-09	0.712153173
TCGA-WK-A8XS-01A	0.006241179	0.014504924	0.173472629	0.02291762	0.018581751	0.000540235	3.59E-09	0.763741659
TCGA-WK-A8XT-01A	0.013395693	0.009093692	0.256055758	0.031437103	0.036053748	0.000557353	1.04E-08	0.653406642
TCGA-WK-A8XX-01A	0.002392477	0.009567159	0.116633428	0.023372144	0.047604429	0.000418905	9.74E-09	0.800011448
TCGA-WK-A8XY-01A	0.001356842	0.012810768	0.15977687	0.01665283	0.013728216	0.000320838	3.32E-09	0.795353632
TCGA-WK-A8XZ-01A	0.001208517	0.00663719	0.15933905	0.017674252	0.019922078	0.000492879	2.97E-10	0.794726035
TCGA-WK-A8Y0-01A	0.001837776	0.01234766	0.127509386	0.024567369	0.067119625	0.000384992	7.49E-09	0.766233183
TCGA-WL-A834-01A	0.000340855	0.011158668	0.332411591	0.009909406	0.016955664	0.000143573	4.66E-09	0.629080238
TCGA-WN-A9G9-01A	0.000123021	0.003558695	0.047056663	0.007112178	0.114848429	4.70E-05	6.96E-10	0.827254006
TCGA-WN-AB4C-01A	0.000140424	0.003643968	0.03699011	0.001816249	0.010928396	6.05E-05	2.20E-10	0.946420335
TCGA-WP-A9GB-01A	0.002229143	0.004581719	0.167225381	0.028907939	0.017701649	0.00044199	2.48E-08	0.778912154
TCGA-WQ-A9G7-01A	1.75E-05	0.007038625	0.093043952	0.006879141	0.006155614	2.18E-05	1.88E-09	0.886843376
TCGA-WQ-AB4B-01A	0.00153538	0.003555569	0.042213744	0.006421912	0.011910755	6.96E-05	1.83E-09	0.934293053
TCGA-WR-A838-01A	0.002234595	0.003894543	0.184713514	0.022896309	0.024092222	0.000518888	7.48E-09	0.761649922
TCGA-WS-AB45-01A	0.001726013	0.006645253	0.206353195	0.049499631	0.083141349	0.000802217	9.86E-11	0.651832342
TCGA-WT-AB41-01A	0.002768365	0.012314134	0.123546482	0.047006897	0.08132402	0.000248187	5.09E-07	0.732791406
TCGA-WT-AB44-01A	0.000878155	0.008783706	0.085846743	0.008664061	0.014066792	7.73E-05	9.66E-08	0.881683159
TCGA-WW-A8ZI-01A	0.004574453	0.014989329	0.090793166	0.009183198	0.00721632	0.000152808	5.54E-09	0.87309072
TCGA-WX-AA44-01A	0.000557954	0.008509346	0.083598145	0.018345403	0.180559798	1.43E-05	5.57E-09	0.708415073
TCGA-WX-AA46-01A	0.000975	0.003742964	0.034807471	0.003968436	0.006617109	4.51E-05	1.49E-09	0.949843961
TCGA-WX-AA47-01A	0.00026634	0.006048739	0.03711145	0.007271806	0.005491291	8.12E-05	2.49E-09	0.943729143
TCGA-WY-A858-01A	0.001612098	0.002848517	0.040473694	0.008697465	0.02372363	0.000108356	2.19E-10	0.922536241
TCGA-WY-A859-01A	0.002984971	0.007054218	0.074645381	0.015705843	0.013414888	0.000173893	1.49E-09	0.886020805
TCGA-WY-A85A-01A	0.003897101	0.005804548	0.069937142	0.018379479	0.017910418	0.000321127	1.10E-08	0.883750174
TCGA-WY-A85B-01A	0.005229333	0.005361837	0.068487226	0.018786758	0.032285109	0.000236641	1.24E-08	0.869613083
TCGA-WY-A85C-01A	0.003654716	0.005083102	0.049190909	0.017401784	0.02111613	0.000270783	2.85E-08	0.903282547
TCGA-WY-A85D-01A	0.001914605	0.006652882	0.050353511	0.012780059	0.02351773	0.000143792	9.07E-09	0.904637413
TCGA-WY-A85E-01A	0.006310588	0.006291518	0.054732266	0.021607427	0.016568685	0.000432484	4.81E-08	0.894056983
TCGA-WZ-A7V3-01A	0.000579887	0.007689559	0.281821752	0.065926776	0.044959446	0.000604218	2.23E-10	0.598418362
TCGA-WZ-A7V4-01A	0.000645522	0.007868162	0.238829478	0.049690313	0.082131217	0.000497929	5.16E-09	0.620337375
TCGA-WZ-A7V5-01A	0.004566837	0.011713591	0.251755337	0.128478495	0.079935117	0.000558058	8.47E-08	0.522992479
TCGA-WZ-A8D5-01A	0.002294272	0.008458876	0.168211817	0.083864148	0.076260663	0.000298711	1.19E-07	0.660611394
TCGA-X2-A95T-01A	0.009732225	0.008537117	0.174172865	0.020731732	0.022216493	0.000283725	3.83E-09	0.764325838
TCGA-X3-A8G4-01A	0.003495557	0.011549721	0.179777387	0.072098951	0.073563025	0.000554884	4.99E-09	0.658960471
TCGA-X4-A8KQ-01A	0.001881946	0.006008926	0.061114093	0.005633111	0.009164289	9.26E-05	8.17E-10	0.916105069
TCGA-X4-A8KS-01A	0.000849549	0.00820722	0.03284428	0.003740218	0.00856291	4.90E-05	7.76E-10	0.945746796
TCGA-X6-A7W8-01A	0.000201516	0.066064868	0.181182659	0.017335597	0.038933828	3.75E-05	3.16E-09	0.696244039
TCGA-X6-A7WA-01A	0.002382432	0.009221186	0.165228429	0.017093672	0.040527992	0.000284991	5.07E-08	0.765261247
TCGA-X6-A7WB-01A	0.003126086	0.01246261	0.133588555	0.025468879	0.015127285	0.000694813	4.63E-09	0.809531767
TCGA-X6-A7WC-01A	0.001242181	0.006074004	0.158625679	0.016877494	0.043789866	0.000326482	1.00E-09	0.773064294
TCGA-X6-A7WD-01A	0.002988849	0.008991604	0.178335142	0.023726334	0.039258769	0.000432508	2.56E-09	0.746266792
TCGA-X6-A8C2-01A	0.003614108	0.016075719	0.146853278	0.0297441	0.034623788	0.000732568	7.37E-10	0.768356438
TCGA-X6-A8C3-01A	0.005659567	0.010223962	0.19403518	0.024163912	0.073091491	0.000403264	2.53E-09	0.692422621
TCGA-X6-A8C4-01A	0.006102099	0.006678672	0.189198827	0.03164554	0.022916157	0.000450464	8.19E-09	0.743008232
TCGA-X6-A8C5-01A	0.001352113	0.007722095	0.116135658	0.01648867	0.050472047	0.000224199	2.11E-09	0.807605217
TCGA-X6-A8C6-01A	0.012362068	0.007065161	0.13031342	0.01684605	0.041404284	0.000271944	1.27E-09	0.791737071
TCGA-X6-A8C7-01A	0.00557482	0.007079106	0.257841637	0.023052263	0.023207806	0.000624002	4.90E-10	0.682620365
TCGA-X7-A8D6-01A	0.009043082	0.008126337	0.120127983	0.027407952	0.291425703	0.00030761	2.64E-09	0.54356133
TCGA-X7-A8D6-11A	0.003688556	0.004424662	0.134805929	0.054517698	0.11991806	0.000238981	6.67E-09	0.682406108
TCGA-X7-A8D7-01A	0.003816105	0.010383183	0.094805963	0.01917773	0.317081501	6.88E-05	5.71E-09	0.55466672
TCGA-X7-A8D7-11A	0.00468705	0.008312528	0.097055436	0.024177592	0.321924351	8.32E-05	4.03E-09	0.543759802
TCGA-X7-A8D8-01A	0.004079286	0.006167949	0.18579815	0.018709363	0.13081707	0.000409371	8.97E-10	0.654018811
TCGA-X7-A8D9-01A	0.005729422	0.008532717	0.146679367	0.021511451	0.184030776	0.000280552	2.22E-08	0.633235693
TCGA-X7-A8DB-01A	0.006630792	0.011610037	0.070668974	0.01709822	0.368052914	1.56E-05	7.87E-09	0.525923446
TCGA-X7-A8DD-01A	0.003576347	0.014813288	0.068669276	0.015345131	0.30366685	5.24E-05	2.61E-06	0.593874117
TCGA-X7-A8DE-01A	0.006424832	0.009205943	0.119028854	0.021026673	0.244586582	0.000351525	2.81E-09	0.599375587
TCGA-X7-A8DF-01A	0.005333733	0.013067534	0.089673689	0.011555109	0.265100062	1.85E-07	4.27E-09	0.615269685
TCGA-X7-A8DG-01A	0.004642611	0.010603259	0.081562811	0.043255211	0.38258543	1.00E-07	8.37E-09	0.47735057
TCGA-X7-A8DJ-01A	0.005835742	0.009094568	0.140185052	0.022866986	0.249367638	0.000150439	1.21E-08	0.572499563
TCGA-X7-A8M0-01A	0.005170762	0.00579425	0.155293587	0.04789229	0.180175316	0.000296671	2.49E-09	0.605377123
TCGA-X7-A8M1-01A	0.009125947	0.006052064	0.176733237	0.115049438	0.170768284	0.000305015	7.40E-09	0.521966009
TCGA-X7-A8M3-01A	0.006154237	0.006572261	0.102170679	0.014091255	0.016903584	0.000885552	2.03E-09	0.85322243
TCGA-X7-A8M4-01A	0.008291795	0.011804894	0.093197452	0.015794206	0.305005749	8.22E-07	1.37E-09	0.56590508
TCGA-X7-A8M5-01A	0.003841055	0.009604579	0.095321635	0.024832059	0.143899374	0.000356966	5.46E-09	0.722144328
TCGA-X7-A8M6-01A	0.003439966	0.020936617	0.072340018	0.007300422	0.252624453	2.95E-05	1.73E-08	0.643329055
TCGA-X7-A8M7-01A	0.002976989	0.014863575	0.069697249	0.008540124	0.278919154	0.000139327	1.11E-09	0.624863581
TCGA-X7-A8M8-01A	0.005660517	0.011668212	0.10141231	0.017183614	0.336440127	6.58E-06	1.27E-10	0.527628637
TCGA-X9-A971-01A	0.001252638	0.010226135	0.198881111	0.026748545	0.021433025	0.000614321	4.26E-09	0.74084422
TCGA-X9-A973-01A	0.001697862	0.005849188	0.147126045	0.024597801	0.045233261	0.000486115	5.63E-09	0.775009722
TCGA-XA-A8JR-01A	0.002207367	0.015270997	0.107602941	0.009074352	0.009955875	0.000283463	2.04E-09	0.855605003
TCGA-XC-AA0X-01A	0.000635637	0.009117026	0.247669797	0.016825332	0.040733304	4.73E-05	7.46E-10	0.684971598
TCGA-XD-AAUG-01A	0.001966168	0.003069533	0.1084821	0.033186963	0.038559917	0.000243486	1.31E-09	0.814491832
TCGA-XD-AAUH-01A	0.000701502	0.002801694	0.108486615	0.019517056	0.069612234	0.000282574	1.67E-09	0.798598323
TCGA-XD-AAUI-01A	0.000554017	0.004373105	0.137143838	0.016175557	0.047869139	0.00040825	9.72E-10	0.793476092
TCGA-XD-AAUL-01A	0.000155095	0.006198712	0.147803156	0.016009584	0.059397168	0.000313677	1.91E-10	0.770122607
TCGA-XE-A8H1-01A	0.002539811	0.013892789	0.203335802	0.035291873	0.029424651	0.000738572	2.37E-06	0.714774134
TCGA-XE-A8H4-01A	0.000738911	0.010872528	0.228086386	0.049529254	0.094086474	0.000312846	3.15E-08	0.61637357
TCGA-XE-A8H5-01A	0.001515195	0.00932586	0.285757762	0.0576241	0.052371901	0.000792853	4.01E-09	0.592612324
TCGA-XE-A9SE-01A	0.011687932	0.006525372	0.281248358	0.315946046	0.111503792	0.000388967	6.07E-09	0.272699528
TCGA-XE-AANI-01A	0.001730949	0.007852264	0.171162447	0.034196203	0.044112926	0.000736377	2.37E-10	0.740208834
TCGA-XE-AANJ-01A	0.005550205	0.011252906	0.264388037	0.111502013	0.067960584	0.000845571	6.32E-09	0.538500678
TCGA-XE-AANR-01A	3.63E-05	0.010775772	0.27949533	0.053006902	0.047286693	0.000245613	2.54E-09	0.609153372
TCGA-XE-AANV-01A	0.000441925	0.007408492	0.335128155	0.076449715	0.077984216	0.000303155	3.40E-09	0.502284339
TCGA-XE-AAO3-01A	0.002699636	0.008800271	0.257700821	0.056195169	0.040369006	0.001084877	5.52E-09	0.633150215
TCGA-XE-AAO4-01A	0.00241068	0.006898516	0.200628656	0.09897529	0.064805913	0.000506014	9.52E-09	0.625774921
TCGA-XE-AAO6-01A	6.32E-05	0.008007459	0.115002005	0.025382136	0.034695507	0.000413227	5.66E-10	0.816436458
TCGA-XE-AAOB-01A	0.00711732	0.006663592	0.137223238	0.124002155	0.113513283	0.000174681	3.09E-09	0.611305727
TCGA-XE-AAOC-01A	0.002552095	0.006867158	0.159780709	0.029768144	0.058139502	0.000480798	1.11E-10	0.742411595
TCGA-XE-AAOD-01A	0.004335492	0.008296916	0.18895789	0.065774855	0.081746579	0.000314969	3.78E-06	0.650569516
TCGA-XE-AAOF-01A	0.009481465	0.011028541	0.338354651	0.323749704	0.14148904	0.00035026	1.34E-09	0.175546337
TCGA-XE-AAOJ-01A	0.002272792	0.008190288	0.135376532	0.037864688	0.038274333	0.000491047	5.63E-10	0.777530319
TCGA-XE-AAOL-01A	0.000911255	0.001616965	0.040609919	0.02112791	0.010727668	5.40E-05	3.90E-09	0.924952235
TCGA-XF-A8HB-01A	0.001275192	0.019370285	0.179747643	0.005804279	0.01213352	0.000149253	1.54E-08	0.781519813
TCGA-XF-A8HC-01A	0.001682987	0.018765583	0.152100497	0.003188338	0.013616705	0.000473551	2.16E-09	0.810172337
TCGA-XF-A8HD-01A	0.000254968	0.021701285	0.210890369	0.015946381	0.022703785	0.00013075	2.82E-09	0.728372459
TCGA-XF-A8HE-01A	0.001905804	0.012457811	0.190070255	0.02228538	0.02636364	0.00033658	1.43E-09	0.746580528
TCGA-XF-A8HF-01A	0.000208421	0.018558665	0.108369417	0.015812872	0.016704168	1.44E-05	1.21E-09	0.840332058
TCGA-XF-A8HG-01A	4.94E-05	0.006070885	0.130381292	4.63E-07	0.004989833	0.000183612	1.43E-09	0.858324466
TCGA-XF-A8HH-01A	3.70E-05	0.009020152	0.28288566	0.000219584	0.012478905	5.53E-08	3.43E-10	0.695358663
TCGA-XF-A8HI-01A	2.82E-06	0.006769371	0.218581031	0.001173774	0.06204329	0.000473099	3.39E-09	0.710956615
TCGA-XF-A9SH-01A	9.91E-07	0.010543869	0.193746273	3.45E-08	0.015299888	2.11E-05	2.22E-09	0.78038783
TCGA-XF-A9SI-01A	0.001203052	0.011422714	0.16384983	0.045087038	0.117589572	0.000346649	1.82E-09	0.660501144
TCGA-XF-A9SJ-01A	9.94E-06	0.019296208	0.212780132	0.025212283	0.029958859	2.20E-06	1.28E-09	0.712740375
TCGA-XF-A9SK-01A	2.45E-05	0.012846893	0.228210389	0.010957218	0.053668465	0.000191532	1.80E-09	0.694100998
TCGA-XF-A9SL-01A	0.000255572	0.007961986	0.145201493	0.009538222	0.06266613	5.22E-05	6.50E-10	0.774324373
TCGA-XF-A9SM-01A	0.009162224	0.010158914	0.194167625	0.210305895	0.091205953	0.00018132	1.18E-08	0.484818057
TCGA-XF-A9SP-01A	0.001294998	0.011192931	0.198819906	0.00584592	0.033110939	4.70E-05	1.62E-09	0.749688312
TCGA-XF-A9ST-01A	0.002662101	0.028854053	0.213355956	0.041855219	0.013631152	0.000463432	7.27E-09	0.69917808
TCGA-XF-A9SU-01A	0.000282612	0.012534828	0.160660877	0.015647306	0.020381777	5.13E-05	7.75E-10	0.790441263
TCGA-XF-A9SV-01A	0.000334238	0.009682966	0.222582026	1.83E-06	0.004899181	0.001197691	2.84E-10	0.761302066
TCGA-XF-A9SW-01A	0.00287657	0.00662173	0.090474154	0.011408359	0.026213364	8.63E-05	7.64E-10	0.86231955
TCGA-XF-A9SX-01A	2.56E-07	0.014107297	0.254116426	0.034710274	0.05065781	0.00023582	1.05E-08	0.646172107
TCGA-XF-A9SY-01A	0.007118647	0.006587746	0.306902474	0.240283452	0.090200053	0.000439218	3.45E-08	0.348468376
TCGA-XF-A9SZ-01A	0.000141137	0.015131974	0.28970526	3.52E-05	0.031447347	0.000119386	5.57E-09	0.663419718
TCGA-XF-A9T0-01A	6.65E-08	0.014693911	0.413326725	0.023203797	0.025433294	6.92E-05	1.63E-09	0.523272968
TCGA-XF-A9T2-01A	0.003657075	0.014057287	0.165275742	0.017027398	0.046207531	0.000335787	5.71E-09	0.753439173
TCGA-XF-A9T3-01A	0.001543977	0.017549839	0.202991365	0.031777335	0.053564413	4.34E-05	3.30E-10	0.692529651
TCGA-XF-A9T4-01A	0.002563708	0.008452399	0.252610734	0.014861064	0.032205907	0.00051534	1.30E-07	0.688790719
TCGA-XF-A9T5-01A	0.00041042	0.019545927	0.149594883	0.02349044	0.041768839	8.07E-05	1.08E-08	0.765108782
TCGA-XF-A9T6-01A	0.001641951	0.028234174	0.24211454	0.017222228	0.026829331	0.000458328	6.38E-08	0.683499383
TCGA-XF-A9T8-01A	0.000743311	0.012243786	0.199780168	0.04406074	0.042207158	0.000280004	2.08E-08	0.700684812
TCGA-XF-AAME-01A	0.002104829	0.006112262	0.1415532	0.032692319	0.066137615	0.000237907	8.51E-10	0.751161867
TCGA-XF-AAMG-01A	0.000605694	0.020427508	0.155810459	0.01937855	0.019003748	0.00046487	6.58E-10	0.784309172
TCGA-XF-AAMH-01A	0.000737724	0.040491028	0.201125565	0.007914955	0.018164001	0.000640785	8.86E-09	0.730925934
TCGA-XF-AAMJ-01A	0.001277221	0.008147605	0.179605481	0.028551692	0.029134492	0.000189749	1.38E-09	0.753093758
TCGA-XF-AAML-01A	1.10E-06	0.024563493	0.292521532	0.004112037	0.015997828	0.000569963	1.19E-08	0.662234033
TCGA-XF-AAMQ-01A	1.49E-08	0.016021006	0.294343151	0.009999395	0.04318668	0.000260572	5.53E-08	0.636189126
TCGA-XF-AAMR-01A	0.001039722	0.010157373	0.16643057	0.006915031	0.031337133	0.000217821	3.82E-09	0.783902346
TCGA-XF-AAMT-01A	0.000397891	0.007939759	0.18926726	0.01902713	0.030528734	0.000422061	1.99E-09	0.752417163
TCGA-XF-AAMW-01A	0.000132529	0.011912817	0.228893075	0.02355624	0.028869384	0.00042152	7.61E-10	0.706214434
TCGA-XF-AAMX-01A	2.23E-05	0.074563293	0.199321535	7.92E-06	0.023707608	0.000172089	9.89E-09	0.702205194
TCGA-XF-AAMY-01A	1.47E-05	0.006370543	0.293895418	1.46E-07	0.020089131	0.000275962	9.88E-10	0.679354082
TCGA-XF-AAMZ-01A	2.49E-07	0.015459214	0.261692133	0.005672928	0.02149346	0.000316207	1.86E-08	0.695365792
TCGA-XF-AAN0-01A	1.09E-07	0.012622259	0.263567662	0.010013355	0.018349915	0.000291234	9.69E-10	0.695155465
TCGA-XF-AAN1-01A	6.81E-05	0.010757744	0.187149799	0.004440458	0.05021008	0.000170069	7.47E-10	0.747203704
TCGA-XF-AAN2-01A	1.31E-05	0.010676521	0.253972444	0.005344916	0.016404348	0.000453806	1.46E-09	0.713134871
TCGA-XF-AAN3-01A	0.001433804	0.007752694	0.207784623	2.63E-06	0.023644737	0.000106413	7.53E-09	0.759275091
TCGA-XF-AAN4-01A	0.001793491	0.005814153	0.11442472	0.011851221	0.051593331	0.000205575	4.14E-09	0.814317504
TCGA-XF-AAN5-01A	0.008097392	0.005868023	0.12803494	0.018021713	0.019456879	0.00033435	1.30E-08	0.82018669
TCGA-XF-AAN7-01A	0.004327894	0.014565674	0.162877341	0.034090405	0.040065432	0.000860017	9.12E-08	0.743213146
TCGA-XF-AAN8-01A	0.002100689	0.004129915	0.117528691	0.029176573	0.066790187	4.35E-05	3.61E-09	0.780230467
TCGA-XG-A823-01A	0.000405405	0.004905629	0.060153577	0.006668716	0.017260379	5.13E-05	3.62E-09	0.910554998
TCGA-XH-A853-01A	0.003708452	0.010620394	0.120354849	0.015416345	0.295828757	2.78E-07	1.86E-08	0.554070905
TCGA-XJ-A83F-01A	0.002648279	0.017681829	0.096282638	0.009512289	0.006330995	9.24E-05	4.65E-09	0.867451544
TCGA-XJ-A83G-01A	0.002728452	0.031757783	0.129257484	0.008129455	0.005520174	0.000191708	5.23E-09	0.822414938
TCGA-XJ-A83H-01A	0.002127225	0.016313639	0.143978882	0.00801247	0.010406126	0.000230992	1.01E-10	0.818930666
TCGA-XJ-A9DI-01A	0.002143404	0.010630896	0.158195545	0.010413244	0.030146766	0.000357348	2.86E-09	0.788112794
TCGA-XJ-A9DK-01A	0.001936312	0.012848567	0.141355735	0.0096487	0.023411034	0.000158954	1.13E-10	0.810640698
TCGA-XJ-A9DQ-01A	0.002380855	0.016607724	0.11123508	0.007974352	0.017145338	0.000179945	4.31E-10	0.844476706
TCGA-XJ-A9DX-01A	0.004572482	0.012530981	0.110328998	0.001942472	0.006804581	6.94E-05	2.79E-09	0.863751069
TCGA-XK-AAIR-01A	0.004874347	0.008736024	0.183481533	0.0162644	0.023199321	0.000280997	1.91E-09	0.763163377
TCGA-XK-AAIV-01A	0.004854419	0.01616863	0.192377264	0.082629716	0.050792324	0.000295443	6.36E-10	0.652882203
TCGA-XK-AAIW-01A	0.002003671	0.021043401	0.234954363	0.030298666	0.017088454	0.000757661	2.08E-08	0.693853764
TCGA-XK-AAJ3-01A	0.002894007	0.039528304	0.14228119	0.008862697	0.008775007	0.000314688	2.35E-09	0.797344106
TCGA-XK-AAJA-01A	0.001409543	0.017482385	0.120203021	0.006428777	0.009985283	0.000294873	1.19E-09	0.844196116
TCGA-XK-AAJP-01A	0.002594278	0.033452135	0.161290645	0.011696193	0.010663077	0.000156428	1.58E-08	0.780147229
TCGA-XK-AAJR-01A	0.003391524	0.019975551	0.17802583	0.011618745	0.014339624	0.000301095	8.78E-10	0.772347629
TCGA-XK-AAJT-01A	0.001067619	0.011772201	0.079492733	0.006346457	0.016761952	0.000161932	1.45E-09	0.884397104
TCGA-XK-AAJU-01A	0.003725662	0.014473736	0.149709827	0.010060239	0.025175296	0.000165594	1.02E-07	0.796689544
TCGA-XK-AAK1-01A	0.002966487	0.02308853	0.127078649	0.01400133	0.009074684	0.000120546	2.98E-10	0.823669773
TCGA-XM-A8R8-01A	0.00313524	0.003288064	0.080847317	0.061760686	0.174511249	0.000634639	8.07E-09	0.675822797
TCGA-XM-A8R9-01A	0.005139424	0.006436558	0.094085468	0.03035004	0.206631043	0.000143043	2.99E-08	0.657214393
TCGA-XM-A8RB-01A	0.00606031	0.009347229	0.0957615	0.020961099	0.295433024	0.000476928	4.14E-10	0.571959908
TCGA-XM-A8RC-01A	0.004049979	0.010821087	0.132996963	0.024995917	0.089085144	0.000701091	7.53E-09	0.737349812
TCGA-XM-A8RD-01A	0.006533561	0.009539013	0.115758189	0.074845682	0.177129832	0.000572078	5.26E-09	0.61562164
TCGA-XM-A8RE-01A	0.005033906	0.013225061	0.086899316	0.018081817	0.364996768	8.38E-05	2.57E-08	0.51167926
TCGA-XM-A8RF-01A	0.002723298	0.006010808	0.151139223	0.025844431	0.105897913	0.00047304	5.40E-10	0.707911286
TCGA-XM-A8RG-01A	0.007358519	0.006584086	0.247650927	0.063538526	0.058939812	0.000969395	5.10E-09	0.614958729
TCGA-XM-A8RH-01A	0.007867274	0.010146987	0.116802039	0.022248147	0.293513511	0.000118029	5.32E-09	0.549304009
TCGA-XM-A8RI-01A	0.0037658	0.004632904	0.124039425	0.033255599	0.083733937	0.000610601	1.46E-09	0.749961732
